author
R.A. Montgomery
Edward Packard
Edward Packard
Edward Packard
Edward Packard
Edward Packard
Ken McMurtry
James (Jim) Becket
Kate Mueller
Ken McMurtry
Ken McMurtry
Richard Brightfield
Richard Brightfield
Richard Brightfield
Richard Brightfield
Richard Brightfield
Richard Brightfield
Richard Brightfield
Richard Brightfield
Edward Packard
R.A. Montgomery
Edward Packard
R.A. Montgomery
Edward Packard
Susan Saunders
Edward Packard
Lynn Sonberg
Stephanie Spinner
Shannon Gilligan
Judy Gitenstein
John Woodcock
R.A. Montgomery
Shannon Gilligan
Jennifer Bach, Amy Brost
Edward Packard
Ken McMurtry
R.A. Montgomery
R.A. Montgomery
R.A. Montgomery
R.A. Montgomery
R.A. Montgomery
Edward Packard
Ken McMurtry
Richard Brightfield
R.A. Montgomery
E.A.M. Jakab
Ken McMurtry
Edward Packard
Laban Carrick Hill
E.A.M. Jakab
Janet Hubbard-Brown, R.A. Montgomery
Laban Carrick Hill
Richard Brightfield
Laban Carrick Hill
Robert Hirschfeld
Laban Carrick Hill
R.L. Stine
R.L. Stine
R.L. Stine
R.L. Stine
R.L. Stine
R.L. Stine
R.L. Stine
R.L. Stine
R.L. Stine
R.L. Stine
R.L. Stine
R.L. Stine
R.L. Stine
R.L. Stine
R.L. Stine
R.L. Stine
R.L. Stine
R.L. Stine
R.L. Stine
R.L. Stine
R.L. Stine
R.L. Stine
R.L. Stine
R.L. Stine
R.L. Stine
R.L. Stine
R.L. Stine
R.L. Stine
R.L. Stine
R.L. Stine
R.L. Stine
R.L. Stine
R.L. Stine
R.L. Stine
R.L. Stine
R.L. Stine
R.L. Stine
R.L. Stine
R.L. Stine
R.L. Stine
R.L. Stine
R.L. Stine
R.L. Stine
R.L. Stine
R.L. Stine
R.L. Stine
Don Wulffson
Don Wulffson
Don Wulffson
Don Wulffson
Angela Harper
Angela Harper
Angela Harper
Angela Harper
Rose Estes
Rose Estes
Rose Estes
Catherine McGuire
John Kendall
Laura French
Morris Simon
Tom McGowen
James M. Ward
Roger E. Moore
Chris Martindale
Margaret (Baldwin) Weis
Catherine McGuire
Roger E. Moore
Dougles Niles
Bruce Algozin
Morris Simon
Regina Oehler Fultz
Morris Simon
Richard Reinsmith
Bruce Algozin
Mary L. Kirchoff
Bruce Algozin
Mary L. Kirchoff
Josepha Sherman
Michael Andews
George Barr
Jean Rabe
Ken Antilles
Louis Anderson
Michael Andrews
Nicholas (Nick) Pollotta
Jean Rabe
Allen Varney
Anne K. Brown
Nicholas (Nick) Pollota
Rose Estes
Rose Estes
Rose Estes
Rose Estes
Morris Simon
H. William Stine, Megan Stine
H. William Stine, Megan Stine
H. William Stine, Megan Stine
Rose Estes
H. William Stine, Megan Stine
M.V. Carey
Rose Estes
Rose Estes
R.L. Stine
Rose Estes
R.L. Stine
Andrew Helfer
Richard Wenk
H. William Stine, Megan Stine
Sara Hughes
Barbara Siegel, Scott Siegel
Jean M. Favors
Steven Otfinoski
Sara Hughes
Eric Affabee (R.L. Stine)
William Sno
Carl Cassler, G.V. Macrae
H. William Stine, Megan Stine
Eric Affabee (R.L. Stine)
Barbara Siegel, Scott Siegel
R.L. Stine
H. William Stine, Megan Stine
R.L. Stine
William Sno
James M. Ward
Lynn Beach
Barbara Siegel, Scott Siegel
K.C. Edwards
Lynn Beach
H. William Stine, Megan Stine
Barbara Siegel, Scott Siegel
S.M. Ballard
William Sno
R.L. Stine
David (Dave) Martin
Michael Holt
Barbara Siegel, Scott Siegel
Lynn Beach
Ann Matthews
Jim Razzi
Judith Bauer Stamper
Judith Bauer Stamper
Barbara Siegel, Scott Siegel
Josepha Sherman
Dave Morris
Dave Morris
Dave Morris
Dave Morris
Dave Morris
Jim Gasperini
Arthur Byron Cover
Dougal Dixon
Jim Gasperini
Stephen Overholser
Arthur Byron Cover
Susan Nanus, Marc Kornblatt
Robert W. Walker
Carol Gaskin
Richard Wenk
R.L. Stine
R.L. Stine
R.L. Stine
William Emms
Philip Martin
Pip Baker, Jane Baker
Casey Todd
Marc Kornblatt
Richard Glatzer
Seymour V. Reit
Robin Stevenson, Bruce Stevenson
Carol Gaskin
Nancy Bailey
Carol Gaskin
Ruth Ashby
Richard Mueller
Peter Lerangis
Seymour V. Reit
Carol Gaskin
Carol Gaskin
Peter Lerangis
Marc Kornblatt
Ellen Frankel, Robin Stevenson
Seth McEvoy
Seth McEvoy
Ron Martinez
Seth McEvoy
Ron Martinez
Len Neufeld
Seth McEvoy
Len Neufeld, Michael Banks
Seth McEvoy
Seth McEvoy
Len Neufeld
R.G. Austin, Rita Golden Gelman, Nancy Lamb
R.G. Austin, Rita Golden Gelman, Nancy Lamb
R.G. Austin, Rita Golden Gelman, Nancy Lamb
Edward Packard
R.G. Austin, Rita Golden Gelman, Nancy Lamb
R.G. Austin, Rita Golden Gelman, Nancy Lamb
R.G. Austin, Rita Golden Gelman, Nancy Lamb
Stephen Mooser
R.G. Austin, Rita Golden Gelman, Nancy Lamb
Stephen Mooser
R.G. Austin, Rita Golden Gelman, Nancy Lamb
R.G. Austin, Rita Golden Gelman, Nancy Lamb
Stephen Mooser
R.G. Austin, Rita Golden Gelman, Nancy Lamb
Stephen Mooser
Stephen Mooser
R.G. Austin, Nancy Lamb
Barbara Siegel, Scott Siegel
Stephen Mooser
Barbara Siegel, Scott Siegel
Mitch Gelman
Mitch Gelman
Mitch Gelman
Mitch Gelman
Mitch Gelman
Mitch Gelman
Arthur Byron Cover
Peter Lerangis
Seth McEvoy
R.G. Austin, Rita Golden Gelman, Nancy Lamb
R.G. Austin, Rita Golden Gelman, Nancy Lamb
R.G. Austin, Rita Golden Gelman, Nancy Lamb
Michael J. Dodge (John M. Ford)
Eric Affabee (R.L. Stine)
Scott Siegel
R.L. Stine
Lynn Beach
Eric Affabee (R.L. Stine)
Megan Stine, H. William Stine
Megan Stine, H. William Stine
Barbara Siegel, Scott Siegel
R.L. Stine
William Sno
Lynn Beach
Eric Affabee (R.L. Stine)
Megan Stine, H. William Stine
Barbara Siegel, Scott Siegel
Bill McCay
Clyde Bosco (Russell Ginns)
Matt Wayne, Richard (Richie) Chevat
Matt Wayne, Roger Peckinpaugh
Matt Wayne
S. Eric Meretsky
S. Eric Meretsky
R.L. Stine
Louise Munro Foley
Megan Stine, H. William Stine
R.L. Stine
Louise Munro Foley
Arthur Roth
Douglas Colligan
Megan Stine, H. William Stine
R.L. Stine
Ruth Glick, Eileen Buckholtz
Barbara B. (B.B. Hiller)
Megan Stine, H. William Stine
Steven Otfinoski
R.L. Stine
Katy Brown
Lynn Beach
Barbara Siegel, Scott Siegel
Jean Nugent
Carol Gaskin
Seth McEvoy
Peter Lerangis
Seth McEvoy
R.L. Stine
Megan Stine, H. William Stine
David Anthony Kraft
Lynn Beach
Clyde Bosco (Russell Ginns)
Clyde Bosco (Russell Ginns)
Bill McCay
Clyde Bosco (Russell Ginns)
Bill McCay
Matt Wayne
Matt Wayne, Richard (Richie) Chevat
S. Eric Meretsky
S. Eric Meretsky
Christopher Black
Christopher Black
Christopher Black
Christopher Black
Christopher Black
Christopher Black
Christopher Black
Christopher Black
Edward Packard
Richard Brightfield
Richard Brightfield
Richard Brightfield
Edward Packard
Richard Brightfield
Richard Brightfield
Richard Brightfield
Richard Brightfield
Richard Brightfield
Richard Brightfield
Richard Brightfield
Tracey West
Tracey West
Tracey West
Tracey West
Tracey West
Tracey West
Tracey West
Tracey West
Jane O'Connor, Joyce Milton
Fran Manushkin
Richard Wenk
Jane O'Connor, Joyce Milton
Richard Wenk
Laurie Pascal, Jamie Pascal
Barbara B. (B.B.) Hiller
Jane O'Connor, Jim O'Connor
Nora Logan
Kate McMullan
Nora Logan
Jamie Pascal, Laurie Pascal
Barbara (B.B.) Hiller
Nora Logan
Barbara (B.B.) Hiller, Neil W. Hiller
Richard Wenk
Nora Logan
Barbara Bartholomew
Donna Fletcher Crow
Barbara Bartholomew
Donna Fletcher Crow
Donna Fletcher Crow
Stephen A. Bly
Stephen A. Bly
Rose Marie Goble
Peggy Downing
Peggy Downing
Janet Bly
Donna Fletcher Crow
Publisher: Scholastic,
Margaret Davidson, Carson Davidson
Robert Coulson
Bruce Algozin
Bruce Algozin
Christopher Black
Richard Brightfield
Margaret Davidson, Carson Davidson
Jeannie Black (Jean F. Blashfield)
Madeleine Simon (Morris Simon)
Linda Lowery
Madeleine Simon (Morris Simon)
Linda Lowery
Kate Novak (-Grubb)
J. Robert King
James M. Ward
Ed Greenwood
Roger E. Moore
Dave Gross
J. Robert King
David (Zeb) Cook, Peter Archer
Richard Baker
J. Robert King, Ed Greenwood
Clayton Emery, Earl Wajenberg
Morris Simon
Mary Kirchoff
Gene DeWeese, Robert Coulson
John Gregory Betancourt
Lee Enderlin
Milo Dennison
Milo Dennison
Milo Dennison
Milo Dennison, Lois Cantwell
Milo Dennison
Susan Lawson
Roger E. Moore
Roger E. Moore
Mary Clark
Margaret (Baldwin) Weis
Linda Jacobs
Linda Lowery
James M. Ward
Michael (Mike) Carr
Michael Gray
Michael Gray
John Kendall
Jean (F.) Blashfield, Beverly Charette
Morris Simon
Beverly Charette, Mario D. Macari, Jr
Roger E. Moore
Michael Gray
Michael Teitelbaum
Robert Simpson
Richard Brightfield
Michael Teitelbaum
John Whitman
R.L. Stine
Alice Storey
Josepha Sherman
R.G. Austin, Rita Golden Gelman, Nancy Lamb
R.G. Austin, Rita Golden Gelman, Nancy Lamb
R.G. Austin, Rita Golden Gelman, Nancy Lamb
R.G. Austin, Rita Golden Gelman, Nancy Lamb
R.G. Austin, Rita Golden Gelman, Nancy Lamb
R.G. Austin, Rita Golden Gelman, Nancy Lamb
R.G. Austin, Rita Golden Gelman, Nancy Lamb
R.G. Austin, Rita Golden Gelman, Nancy Lamb
R.G. Austin, Rita Golden Gelman, Nancy Lamb
R.G. Austin, Rita Golden Gelman, Nancy Lamb
R.G. Austin, Rita Golden Gelman, Nancy Lamb
Richard Wenk
Richard (Richie) Chevat
Carolyn Keene, Franklin W. Dixon
Carolyn Keene, Franklin W. Dixon
Carolyn Keene, Franklin W. Dixon
Carolyn Keene, Franklin W. Dixon
Carolyn Keene, Franklin W. Dixon
Andrew Helfer
Andrew Helfer
Robert Loren Fleming
Hilary Milton
Hilary Milton
Hilary Milton
Hilary Milton
Hilary Milton
Hilary Milton
Hilary Milton
Hilary Milton
William Rotsler
William Rotsler
William Rotsler
Allen Sharp
Allen Sharp
Allen Sharp
Allen Sharp
Allen Sharp
Allen Sharp
Allen Sharp
Shane Breaux
Shane Breaux
Tracey West
Larry Mike Garmon
Katherine Noll
Bobbi J. Weiss, David Cody Weiss
Christine DeVault, Bryan Strong
Christine DeVault, Bryan Strong
Christine DeVault, Bryan Strong
Amy Goldschlager
Peter David
Tracey West
Catherine Hapka
Paul Siefken
Scott Westerfeld
Amy Goldschlager
Scott Westerfeld
Elizabeth Lenhard
Scott Westerfeld
Paul Kupperberg
Aaron Rosenberg
Kimberly Kindya
Tracey West
Jo Duffy
Elizabeth McConnell
Tracey West
Paul Siefken
Heather (Moors) Johnson
E.S. Mooney
Tracey West
Heather (Moors) Johnson
Richard (Richie) Chevat
Jay Leibold (Jay Montavon)
Richard (Richie) Chevat
Jay Leibold (Jay Montavon)
R.L. Stine
Kim Ostrow
Katherine Noll
Tracey West
E.T. Randall
E.T. Randall
E.T. Randall
E.T. Randall
Roy Wandelmaier
Roy Wandelmaier
Carol Gaskin
Carol Gaskin
Carol Gaskin
Carol Gaskin
Robert McNear
R. Parker McVey
R. Parker McVey
Paul Siefken
R.L. Stine
Erica Pass
R.W. Stroh
Roy Wandelmaier
Frank Topper
Laurie B. Clifford
Laurie B. Clifford
Laurie B. Clifford
Laurie B. Clifford
Lisa Norby
M.L. Kennedy
Kaye Dobkin
Diana Gregory
Terry Hunter
Jan Gelman
Caroline B. Cooney
Jan Gelman
Jan Gelman
Julie Cahn
Mary Ellen Bradford
Amanda McNicol
Nicole Carr
Amanda McNicol
Kristi Russell
Nicole Carr
Linda Joy Singleton
Linda Joy Singleton
Meg F. Schneider
Meg F. Schneider
James H. English
Miranda Clarke
Rusty Hallock
Jean Waricha
Judith Bauer Stamper
Lilla Zuckerman, Nora Zuckerman
Lilla Zuckerman, Nora Zuckerman
Eric Weiner
Richard (Richie) Chevat

Christine DeVault

Judy Laik
Michael E. Thomson
Michael E. Thomson
Douglas Hill

David Anthony Kraft, Susan M. Zakar (programming)
Christopher Black
Christopher Black
Hilary Milton
J.D. Lowder
K.A. Applegate
K.A. Applegate
James M. Ward
Nancy Virginia Varian
Joey Dubuc

Annie Broadhead, Ginni Light
Alan Robbins
Alan Robbins
Stephen Leslie
Stephen Leslie
Terry Denton
Terry Denton
Terry Denton
Terry Denton
Terry Denton
Bryce Milligan
Bryce Milligan
Harry Harrison
Stephen Thraves
Stephen Thraves
Stephen Thraves
Stephen Thraves
Stephen Thraves
Jay Montavon
Jay Montavon
Jay Montavon
Martin Waddell
Martin Waddell
Martin Waddell
Martin Waddell
Martin Waddell
Martin Waddell
Martin Waddell
Martin Waddell
Neil S. Wilson
Daryl Lucas
Salley Marcey
O'Ann Steere
Randy Petersen
John C. Souter
Karen Ball
Rich Blanchette
Danith Clausen
Kenneth D. Roseman
Sara Compton
Edward Compton
Louise Munro Foley
Sara Compton
Edward Packard
Richard Brightfield
Richard Brightfield
Carolyn Meyer
Stephen Thraves
Anthea Bell
Lee Geok Boi
Dave Morris
Jason Kingsley
Brynne Stephens
Ronald Kidd
George Shea
Stephen Thraves
Peter Strupp
Peter Strupp
Laura J. Burns, Melinda Metz
Alice Henderson
Nancy Holder
Robert Joseph Levy
Vicki Grove
Dean Feldmeyer
Vicki Grove
Bob Darden
Donald Hinchey
Sandra D. Bricker
Stephen Thraves
Dee Sand
Jeanne Gowen Dennis, Sheila Seifert
Jeanne Gowen Dennis, Sheila Seifert
Jeanne Gowen Dennis, Sheila Seifert
Jeanne Gowen Dennis, Sheila Seifert
Susan E. Hilliard
Susan E. Hilliard
Susan E. Hilliard
Susan E. Hilliard
Eric Pakulak
Eric Pakulak
Allison Bottke, Heather Gemmen
Allison Bottke, Heather Gemmen
Allison Bottke, Heather Gemmen
Beverly E. Kostich
Jason Kingsley
Justine Fontes, Ron Fontes
Linda Williams Aber
Catherine Daly-Weir
A.L. Singer (Peter Lerangis)
Kate McMullan
Dinah Sawyer
Lara Bergen
William Rotsler
William Rotsler
William Rotsler

Sara
Christiana Wilt. 1995
Christiana Wilt. 1995
Karl Hiesterman, Alfred Leonardi
Karl Hiesterman, Alfred Leonardi

Karl Hiesterman, Alfred Leonardi
Karl Hiesterman, Alfred Leonardi
Karl Hiesterman, Alfred Leonardi

Samuel Delaney (editing), Marilyn Hacker (editing)
Joe Dever
Jason Shiga
Joe Dever
Stephen Thraves
Stephen Thraves
Stephen Thraves
Steve Jackson (United Kingdom), Ian Livingstone
Steve Jackson (United Kingdom)
Ian Livingstone
Steve Jackson (United Kingdom)
Ian Livingstone
Ian Livingstone
Ian Livingstone
Steve Jackson (United Kingdom)
Ian Livingstone
Steve Jackson (United Kingdom)
Mark Smith, Jamie Thomson
Andrew Chapman
Ian Livingstone
Ian Livingstone
Andrew Chapman
Andrew Chapman
Joe Dever
Joe Dever
Stephen Thraves
Stephen Thraves
Stephen Thraves
Steve Jackson (United Kingdom)
Steve Jackson (United States)
Ian Livingstone
Steve Jackson (United Kingdom)
Steve Jackson (United Kingdom)
Steve Jackson (United Kingdom)
Steve Jackson (United Kingdom), Ian Livingstone
Steve Jackson (United Kingdom)
Ian Livingstone
Steve Jackson (United Kingdom)
Ian Livingstone
Robin Waterfield
Ian Livingstone
Ian Livingstone
Steve Jackson (United Kingdom)
Mark Smith, Jamie Thomson
Andrew Chapman
Ian Livingstone
Ian Livingstone
Andrew Chapman
Andrew Chapman
Mark Smith, Jamie Thomson
Steve Jackson (United States), David Martin
Robin Waterfield
Ian Livingstone
Steve Jackson (United Kingdom)
Peter Darvill-Evans
Ian Livingstone
Luke Sharp
Robin Waterfield
Graeme Davis
Luke Sharp
Marc Gascoigne
Paul Mason, Steve Williams
Martin Allen
Luke Sharp
Ian Livingstone
Peter Darvill-Evans
Keith Martin
Luke Sharp
Jim Bambra, Stephen Hand
Paul Mason, Steve Williams
Dave Morris, Jamie Thomson
Stephen Hand
Peter Darvill-Evans
Keith Martin
Stephen Hand
Keith P. Phillips
Keith Martin
Keith Martin
Jonathan Green
Ian Livingstone
Robin Waterfield
Jonathan Green
Paul Mason
Keith Martin
Jonathan Green
Paul Mason, Steve Williams

Marc Gascoigne (editing)
Keith Martin
Keith Martin
Paul Mason, Steve Williams
Ian Livingstone
Ian Livingstone
Steve Jackson (United Kingdom)
Ian Livingstone
Steve Jackson (United Kingdom)
Ian Livingstone
Steve Jackson (United Kingdom)
Ian Livingstone
Steve Jackson (United Kingdom)
Ian Livingstone
Steve Jackson (United Kingdom)
Ian Livingstone
Steve Jackson (United Kingdom)
Ian Livingstone
Ian Livingstone
Steve Jackson (United Kingdom)
Ian Livingstone
Jonathan Green
Steve Jackson (United Kingdom)
Marc Gascoigne
Ian Livingstone, Carl Sargent
Joe Dever
Joe Dever
Joe Dever
Joe Dever
Joe Dever
Joe Dever
Joe Dever
Joe Dever
Joe Dever
Joe Dever
Steve Jackson (United Kingdom), Ian Livingstone
Steve Jackson (United Kingdom)
Ian Livingstone
Joe Dever
Joe Dever
Joe Dever
Joe Dever
Joe Dever
Joe Dever
Joe Dever
Joe Dever
Joe Dever
Joe Dever
Joe Dever
Joe Dever
Joe Dever
Joe Dever
Joe Dever
Joe Dever
Joe Dever
Joe Dever
Ian Page, Joe Dever (editing)
Ian Page, Joe Dever (editing)
Ian Page, Joe Dever (editing)
Ian Page, Joe Dever (editing)

Joe Dever, John Grant (Paul Barnett)
Joe Dever
Joe Dever
Joe Dever
Joe Dever
Joe Dever
Joe Dever
Joe Dever
Joe Dever

Joe Dever
Joe Dever
Joe Dever, John Grant (Paul Barnett)
Ian Page, Joe Dever (editing)
Ian Page, Joe Dever (editing)

Ryder Windham
Ryder Windham
Ryder Windham
Ryder Windham
Dave Wolverton
Dave Wolverton
Dave Wolverton
Ryder Windham
Ryder Windham
Dave Wolverton
Dave Wolverton
Dave Wolverton
Dave Wolverton
Ryder Windham
Ryder Windham
Ryder Windham
Ryder Windham


Christopher Golden
Christopher Golden
Christopher Golden
Sue Behrent
Joe Dever
Joe Dever, John Grant (Paul Barnett)
Joe Dever, John Grant (Paul Barnett)
Ryder Windham
Ryder Windham
Ryder Windham
Ryder Windham
Dave Wolverton
Dave Wolverton
Dave Wolverton
Dave Wolverton
Ryder Windham
Ryder Windham
Ryder Windham
Ryder Windham
A.L. Singer (Peter Lerangis)
A.L. Singer (Peter Lerangis)
A.L. Singer (Peter Lerangis)
Joe Dever
Ryder Windham
James M. Ward
James M. Ward
James M. Ward
Greg Fahlgren, Nancy Fahlgren
David (Zeb) Cook
James M. Ward
Michael P. Price
James M. Ward
James M. Ward
James M. Ward
Jeff Grubb
Kate Novak(-Grubb)
Jerry Epperson, James M. Ward
Warren Spector
Kate Novak(-Grubb)
Peter David
Matthew J. Costello
Tim Child, Dave Morris
Dave Morris
Dave Morris
Dave Morris
Dave Morris
Dave Morris
Dave Morris
Dave Morris
Dave Morris
Bill Fawcett
Bill Fawcett
Bill Fawcett
Bill Fawcett
David Hill
J.H. (Herbie) Brennan
J.H. (Herbie) Brennan
J.H. (Herbie) Brennan
J.H. (Herbie) Brennan
Gary Gygax, Flint Dille
Allen Varney
Gary Gygax, Flint Dille
Gary Gygax, Flint Dille
Gary Gygax, Flint Dille
Stan Nicholls
Alistair Hemming
Oliver Johnson, Dave Morris
Oliver Johnson, Dave Morris
Oliver Johnson, Dave Morris
Oliver Johnson, Dave Morris
James Wallis
James Wallis
Nigel Gross, Jon(athan) Sutherland
Nigel Gross, Jon(athan) Sutherland
Marc Gascoigne, Jonathan Green
Marc Gascoigne, Jonathan Green
J.H. (Herbie) Brennan
J.H. (Herbie) Brennan
Mary Danby
Mary Danby
Mary Danby
Mary Danby
Dave Morris
Jasan P. Barnett
Alexander Scott
Craig Wessel
Craig Wessel
Craig Wessel
Craig Wessel

Oliver Johnson
Dave Morris
Oliver Johnson
Dave Morris
Dave Morris
Dana Kramer
Mark Acres
Troy Denning
Todd Johnson
Andrew Keith
Neil Randall
Mark Acres
Troy Denning, Gordon R. Dickson, Cory Glaberson
Robert Asprin, Bill Fawcett
Steve Jackson (United States)
Steve Jackson (United States)
Scott Haring
Creede Lambard, Sharleen Lambard
Scott Haring
W.G. Armintrout, C. Mara Lee

Curtis Norris
Gerald Lientz
Curtis Norris
Anne Schraff
Nigel Gross, Jon(athan) Sutherland
Nigel Gross, Jon(athan) Sutherland
Joe Dever
Joe Dever
Simon Farrell, Jon(athan) Sutherland
Simon Farrell, Jon(athan) Sutherland
Simon Farrell, Jon(athan) Sutherland
David Tant
David Tant
David Tant
David Tant
Ian Bailey, Clive Bailey
Ian Bailey, Clive Bailey
S. Spano
Marc Acres, Harris Greene (essay)
Dana Kramer, Doug Chaffee, Harris Greene (essay)
Dan Greenberg
Neil Randall, Alexander S. Cochrane, Jr. (interview)
Matthew J. Costello, Harris Greene
Seth McEvoy, Laure Smith
Seth McEvoy, Laure Smith
Seth McEvoy, Laure Smith
Carol Manners
Wilfred Davies, Robin Waterfield
Carole Carreck
Heather Fisher
Kim Jordan
Elizabeth Steel
Elizabeth Buchan, Tessa Strickland
Pat Hewitt
Dave Morris
Dave Morris
Dave Morris
Robert DiChiara
Steve Johnson, Leighton Connor, Dale French
Joe Dever
Joe Dever
Neil Randall
Jody Lynn Nye
Neil Randall
Matthew J. Costello
Adventure Architects
Mark Perry, Megahn Perry
Dan Greenberg
Jody Lynn Nye
Matthew J. Costello
Tom Wham
Dana Kramer
Gerald Lientz
Peter Ryan
Gerald Lientz
Gerald Lientz
Milt Creighton
Gerald Lientz
Milt Creighton
J.H. (Herbie) Brennan
J.H. (Herbie) Brennan
J.H. (Herbie) Brennan
J.H. (Herbie) Brennan
J.H. (Herbie) Brennan
Mark Smith, Jamie Thomson
Mark Smith, Jamie Thomson
Mark Smith, Jamie Thomson
Mark Smith, Jamie Thomson
Mark Smith, Jamie Thomson
Mark Smith, Jamie Thomson
John Butterfield, David Honigmann, Philip Parker
John Butterfield, David Honigmann, Philip Parker
Andea Angiolino. 1996
Dave Morris



Morris Simon
Jean (F.) Blashfield
Douglas Niles
J.H. (Herbie) Brennan
J.H. (Herbie) Brennan
J.H. (Herbie) Brennan
Terry Phillips
Curtis Smith
Jean (F.) Blashfield
Morris Simon
Roger E. Moore
Morris Simon
Douglas Niles
Morris Simon
Chris Martindale
Terry Phillips
James Brumbaugh
Allen Varney
Dezra Despain
Steve Perrin
Chris Martindale
John David Ruemmler
Heike Kubasch
Gerald Lientz
Susan Mathews, John David Ruemmler
